Date,Open,High,Low,Close,Adj Close,Volume
11/1/2015,82.300003,87.440002,77.910004,81.660004,75.325073,264104000
12/1/2015,81.760002,82.129997,73.790001,77.949997,72.529686,366428700
1/1/2016,77.5,79.919998,71.550003,77.849998,72.436646,418901000
2/1/2016,76.660004,83.440002,73.550003,80.150002,74.576706,359179800
3/1/2016,80.559998,85.099998,80.309998,83.589996,78.483429,292643700
4/1/2016,82.400002,89.779999,81.989998,88.400002,82.999588,221491700
5/1/2016,88.239998,90.459999,87.230003,89.019997,83.581711,218883300
6/1/2016,88.43,93.830002,87.610001,93.739998,88.753052,252036700
7/1/2016,93.360001,95.550003,86.120003,88.949997,84.21788,209438300
8/1/2016,88.080002,88.940002,85.580002,87.139999,82.504173,233633700
9/1/2016,86.720001,89.370003,82.290001,87.279999,83.341408,271393900
10/1/2016,86.940002,88.669998,82.989998,83.32,79.560104,191909700
11/1/2016,83.5,88.190002,82.760002,87.300003,83.360519,232925800
12/1/2016,87.980003,93.220001,86.599998,90.260002,86.950111,219180900
1/1/2017,90.940002,91.339996,83.129997,83.889999,80.813698,252401300
2/1/2017,84,84.160004,80.760002,81.32,78.337952,237335600
3/1/2017,81.699997,84.25,80.309998,82.010002,79.725052,315475000
4/1/2017,82.019997,83.550003,80.300003,81.650002,79.375084,192379900
5/1/2017,81.510002,83.230003,80.470001,80.5,78.257126,220122400
6/1/2017,80.370003,83.690002,79.260002,80.730003,79.221825,303568900
7/1/2017,80.790001,82.489998,78.269997,80.040001,78.544716,201333900
8/1/2017,80.160004,80.82,76.050003,76.330002,74.90403,224288700
9/1/2017,76.370003,82.449997,76.32,81.980003,81.228249,216249200
10/1/2017,81.300003,84.239998,81.25,83.349998,82.585686,172408300
11/1/2017,83.389999,84.139999,80.010002,83.290001,82.526237,191810600
12/1/2017,83.440002,84.360001,82.169998,83.639999,83.639999,220601300
1/1/2018,83.82,89.300003,83.660004,87.300003,87.300003,233944600
